YEAR;MONTH;FLIGHT_NUMBER;ORIGIN;DESTINATION;DURATION;DELAY
2013;12;5019;LCY;LPL;161;31
2011;5;5014;ACE;SVQ;61;21
2010;1;5013;OSL;ACE;199;29
2013;5;5012;null;OSL;173;23
2011;3;5022;MAN;GLA;222;12
2011;12;5019;LCY;LPL;161;31
2012;9;5011;AMS;BGO;185;5
2013;2;5020;LPL;LTN;190;35
2012;8;5020;LPL;LTN;174;19
2010;3;5005;CGN;MAD;136;26
2011;7;5004;TBS;CGN;256;16
2013;1;5009;LUX;TGD;118;18
2010;8;5006;MAD;BCN;117;32
2013;9;5013;OSL;ACE;195;25
2012;3;5012;BGO;OSL;154;4
2013;12;5009;LUX;TGD;130;30
2011;12;5024;SXF;CDG;80;0
2012;9;5021;LTN;MAN;228;28
2010;10;5018;JER;LCY;146;11
2010;9;5008;LPA;LUX;73;-7
2012;7;5016;IST;BHX;104;29
2013;7;5002;BVA;FMM;99;9
2013;7;5023;GLA;SXF;156;-9
2010;2;5012;BGO;OSL;151;1
2011;3;5018;JER;LCY;161;26
2012;4;5014;ACE;SVQ;33;-7
2010;5;5000;TIA;MPL;91;-9
2010;5;5015;SVQ;IST;75;15
2011;11;5006;MAD;BCN;84;-1
2012;10;5013;OSL;ACE;204;34
2013;8;5006;MAD;BCN;75;-10
2012;9;5010;TGD;AMS;114;19
2012;6;5005;CGN;MAD;131;21
2010;5;5021;LTN;MAN;213;13
2011;6;5012;BGO;OSL;168;18
2011;9;5006;MAD;BCN;97;12
2013;8;5004;TBS;CGN;248;8
2013;9;5015;SVQ;IST;95;35
2010;7;5000;TIA;MPL;125;25
2013;7;5009;LUX;TGD;128;28
2013;9;5019;LCY;LPL;163;33
2010;11;5000;TIA;MPL;120;20
2011;5;5016;IST;BHX;74;-1
2011;2;5006;MAD;BCN;86;1
2010;7;5010;TGD;AMS;110;15
2012;10;5013;OSL;ACE;187;17
2010;3;5026;TXL;DUS;110;10
2011;3;5003;FMM;TBS;49;-6
2011;1;5004;TBS;CGN;262;22
2013;8;5002;BVA;FMM;124;34
2012;6;5009;LUX;TGD;100;0
2010;7;5009;LUX;TGD;96;-4
2010;5;5013;OSL;ACE;201;31
2012;2;5018;JER;LCY;126;-9
2013;1;5023;GLA;SXF;178;13
2010;9;5017;BHX;JER;98;33
2012;5;5002;BVA;FMM;100;10
2013;9;5011;AMS;BGO;193;13
2011;8;5006;MAD;BCN;92;7
2012;7;5015;SVQ;IST;64;4
2011;3;5008;LPA;LUX;98;18
2012;2;5015;SVQ;IST;71;11
2011;6;5007;BCN;LPA;92;22
2011;8;5012;BGO;OSL;147;-3
2011;5;5008;LPA;LUX;96;16
2010;9;5001;MPL;BVA;141;21
2012;2;5026;TXL;DUS;135;35
2013;12;5019;LCY;LPL;146;16
2013;4;5018;JER;LCY;160;25
2012;3;5018;JER;LCY;127;-8
2012;6;5006;MAD;BCN;117;32
2010;10;5005;CGN;MAD;112;2
2012;5;5022;MAN;GLA;216;6
2010;8;5021;LTN;MAN;217;17
2012;8;5012;BGO;OSL;149;-1
2011;11;5017;BHX;JER;94;29
2011;11;5004;TBS;CGN;256;16
2013;1;5023;GLA;SXF;162;-3
2012;1;5010;TGD;AMS;92;-3
2012;7;5011;AMS;BGO;184;4
2011;5;5025;CDG;TXL;105;35
2011;4;5005;CGN;MAD;102;-8
2013;5;5016;IST;BHX;68;-7
2013;11;5011;AMS;BGO;195;15
2011;5;5004;TBS;CGN;258;18
2013;3;5026;TXL;DUS;129;29
2011;8;5013;OSL;ACE;186;16
2010;12;5019;LCY;LPL;132;2
2011;10;5020;LPL;LTN;187;32
2011;10;5010;TGD;AMS;92;-3
2011;4;5010;TGD;AMS;124;29
2010;7;5004;TBS;CGN;258;18
2011;1;5011;AMS;BGO;199;19
2012;1;5007;BCN;LPA;77;7
2010;2;5016;IST;BHX;109;34
2010;3;5003;FMM;TBS;90;35
2012;7;5011;AMS;BGO;174;-6
2012;3;5017;BHX;JER;88;23
2011;6;5014;ACE;SVQ;53;13
2011;4;5003;FMM;TBS;83;28
2012;9;5005;CGN;MAD;129;19
2011;12;5012;BGO;OSL;165;15
2012;1;5011;AMS;BGO;196;16
2013;5;5019;LCY;LPL;142;12
2010;1;5020;LPL;LTN;150;-5
2013;4;5019;LCY;LPL;154;24
2012;7;5004;TBS;CGN;257;17
2010;10;5023;GLA;SXF;170;5
2013;1;5015;SVQ;IST;52;-8
2013;7;5015;SVQ;IST;95;35
2011;7;5013;OSL;ACE;165;-5
2012;1;5007;BCN;LPA;74;4
2012;3;5026;TXL;DUS;99;-1
2011;1;5018;JER;LCY;129;-6
2010;9;5001;MPL;BVA;149;29
2012;2;5006;MAD;BCN;83;-2
2010;4;5003;FMM;TBS;86;31
2013;1;5018;JER;LCY;147;12
2012;10;5016;IST;BHX;97;22
2013;3;5017;BHX;JER;56;-9
2012;5;5021;LTN;MAN;221;21
2012;6;5023;GLA;SXF;170;5
2010;7;5015;SVQ;null;92;32
2010;2;5004;TBS;CGN;243;3
2012;5;5000;TIA;MPL;97;-3
2012;6;5017;BHX;JER;100;35
2011;5;5002;BVA;FMM;105;15
2011;4;5025;CDG;TXL;100;30
2013;8;5016;IST;BHX;95;20
2010;8;5023;GLA;SXF;175;10
2010;9;5023;GLA;SXF;183;18
2011;9;5005;CGN;MAD;128;18
2010;5;5014;ACE;SVQ;33;-7
2012;9;5013;OSL;ACE;187;17
2013;7;5026;TXL;DUS;105;5
2010;8;5016;IST;BHX;78;3
2012;8;5021;LTN;MAN;217;17
2012;11;5023;GLA;SXF;190;25
2011;3;5003;FMM;TBS;63;8
2011;7;5000;TIA;MPL;107;7
2011;4;5020;LPL;LTN;168;13
2013;1;5026;TXL;DUS;120;20
2010;8;5010;TGD;AMS;85;-10
2011;7;5022;MAN;GLA;226;16
2010;11;5026;TXL;DUS;127;27
2010;1;5022;MAN;GLA;231;21
2011;4;5024;SXF;CDG;78;-2
2010;5;5007;BCN;LPA;70;0
2012;9;5024;null;CDG;83;3
2013;6;5019;LCY;LPL;164;34
2011;8;5019;LCY;LPL;157;27
2010;7;5003;FMM;TBS;90;35
2010;9;5023;GLA;SXF;173;8
2013;8;5019;LCY;LPL;126;-4
2010;3;5017;BHX;JER;95;30
2013;9;5021;LTN;MAN;198;-2
2013;6;5003;FMM;TBS;63;8
2011;7;5025;CDG;TXL;77;7
2013;10;5003;FMM;TBS;68;13
2012;10;5023;GLA;SXF;183;18
2010;6;5016;IST;BHX;88;13
2011;4;5026;TXL;DUS;119;19
2012;11;5018;JER;LCY;169;34
2010;11;5022;MAN;GLA;205;-5
2011;7;5000;TIA;MPL;124;24
2011;7;5002;BVA;FMM;88;-2
2012;1;5002;BVA;FMM;104;14
2012;1;5015;SVQ;IST;91;31
2011;11;5019;LCY;LPL;139;9
2011;4;5002;BVA;FMM;96;6
2013;5;5006;MAD;BCN;85;0
2011;8;5024;null;CDG;100;20
2012;11;5006;MAD;BCN;96;11
2013;9;5014;ACE;SVQ;46;6
2010;3;5020;LPL;LTN;180;25
2013;10;5005;CGN;MAD;122;12
2011;1;5020;LPL;LTN;183;28
2012;2;5005;CGN;MAD;103;-7
2012;8;5016;IST;BHX;70;-5
2013;3;5016;IST;BHX;88;13
2010;11;5000;TIA;MPL;106;6
2010;4;5021;LTN;MAN;195;-5
2010;6;5014;ACE;SVQ;45;5
2010;5;5001;MPL;null;122;2
2013;5;5000;TIA;MPL;115;15
2011;3;5026;TXL;DUS;131;31
2013;4;5025;CDG;TXL;68;-2
2010;12;5006;MAD;BCN;118;33
2013;7;5016;IST;BHX;104;29
2012;8;5005;CGN;MAD;145;35
2013;12;5002;BVA;FMM;91;1
2012;5;5003;FMM;TBS;87;32
2012;7;5004;TBS;CGN;246;6
2010;6;5013;OSL;ACE;165;-5
2010;10;5009;LUX;TGD;129;29
2012;2;5012;BGO;OSL;155;5
2012;3;5013;OSL;ACE;167;-3
2010;4;5008;LPA;LUX;107;27
2013;4;5001;MPL;BVA;127;7
2010;7;5000;TIA;MPL;132;32
2013;6;5024;null;CDG;113;33
2012;4;5012;null;OSL;183;33
2010;4;5021;LTN;MAN;209;9
2012;6;5026;TXL;DUS;91;-9
2012;5;5002;BVA;FMM;118;28
2011;6;5009;LUX;TGD;90;-10
2011;12;5026;TXL;DUS;94;-6
2013;2;5015;SVQ;IST;62;2
2012;6;5012;BGO;OSL;169;19
2010;7;5005;CGN;MAD;101;-9
2011;6;5014;ACE;SVQ;32;-8
2010;1;5006;MAD;BCN;92;7
2012;3;5005;CGN;MAD;137;27
2013;8;5016;IST;BHX;107;32
2012;10;5023;GLA;SXF;184;19
2011;7;5004;TBS;CGN;245;5
2011;5;5017;BHX;JER;55;-10
2012;11;5024;SXF;CDG;82;2
2010;2;5017;BHX;JER;72;7
2011;10;5019;LCY;LPL;123;-7
2011;10;5020;LPL;LTN;148;-7
2013;8;5010;TGD;AMS;113;18
2013;10;5014;ACE;SVQ;53;13
2010;2;5008;LPA;LUX;92;12
2010;8;5007;BCN;LPA;104;34
2012;2;5001;MPL;null;130;10
2011;10;5015;SVQ;IST;91;31
2012;4;5021;LTN;MAN;214;14
2010;7;5019;LCY;LPL;162;32
2012;9;5014;ACE;SVQ;68;28
2011;1;5011;AMS;BGO;178;-2
2012;7;5009;LUX;TGD;119;19
2010;1;5018;JER;LCY;145;10
2012;11;5012;BGO;OSL;159;9
2010;3;5000;TIA;MPL;98;-2
2010;11;5020;LPL;LTN;168;13
2011;9;5011;AMS;BGO;201;21
2012;4;5016;IST;BHX;102;27
2012;3;5014;ACE;SVQ;33;-7
2010;3;5006;MAD;BCN;105;20
2011;3;5006;MAD;BCN;76;-9
2010;2;5005;CGN;MAD;120;10
2011;4;5021;LTN;MAN;204;4
2013;3;5004;TBS;CGN;248;8
2012;9;5009;LUX;TGD;130;30
2011;8;5014;ACE;SVQ;39;-1
2013;8;5023;GLA;SXF;198;33
2012;7;5025;CDG;TXL;63;-7
2013;4;5025;CDG;TXL;63;-7
2012;1;5002;BVA;FMM;82;-8
2011;2;5018;JER;LCY;147;12
2012;1;5003;FMM;TBS;87;32
2010;3;5010;TGD;AMS;101;6
2012;11;5001;MPL;BVA;116;-4
2011;8;5007;BCN;LPA;80;10
2011;5;5013;OSL;ACE;205;35
2012;1;5021;LTN;MAN;222;22
2013;7;5001;MPL;BVA;115;-5
2010;3;5010;TGD;AMS;117;22
2013;1;5018;JER;LCY;167;32
2012;7;5016;IST;BHX;66;-9
2011;5;5017;BHX;JER;64;-1
2013;3;5010;TGD;AMS;89;-6
2012;8;5006;MAD;BCN;76;-9
2013;9;5004;TBS;CGN;262;22
2010;3;5026;TXL;DUS;127;27
2011;10;5013;OSL;ACE;160;-10
2011;9;5021;LTN;MAN;204;4
2011;10;5001;MPL;BVA;113;-7
2010;2;5022;MAN;GLA;241;31
2012;5;5018;JER;LCY;155;20
2012;4;5013;OSL;ACE;175;5
2011;8;5001;MPL;null;139;19
2010;12;5022;MAN;GLA;213;3
2013;6;5008;LPA;LUX;112;32
2013;10;5004;TBS;CGN;263;23
2013;5;5013;OSL;ACE;201;31
2011;7;5008;LPA;LUX;106;26
2011;2;5002;BVA;FMM;117;27
2011;9;5005;CGN;MAD;111;1
2013;3;5008;LPA;LUX;104;24
2010;12;5026;TXL;DUS;124;24
2010;1;5000;TIA;MPL;96;-4
2012;8;5022;MAN;GLA;208;-2
2010;2;5008;LPA;LUX;75;-5
2010;4;5015;SVQ;IST;86;26
2011;10;5005;CGN;MAD;127;17
2011;12;5008;LPA;LUX;103;23
2010;1;5014;ACE;SVQ;44;4
2011;9;5010;TGD;AMS;85;-10
2011;4;5026;TXL;DUS;105;5
2012;12;5026;TXL;DUS;104;4
2012;7;5002;BVA;FMM;110;20
2011;2;5019;LCY;LPL;143;13
2012;1;5007;BCN;LPA;86;16
2011;10;5009;LUX;TGD;104;4
2010;12;5019;LCY;LPL;121;-9
2010;10;5010;TGD;AMS;89;-6
2013;10;5017;BHX;JER;64;-1
2010;10;5019;LCY;LPL;129;-1
2011;8;5003;FMM;TBS;80;25
2011;6;5016;IST;BHX;109;34
2012;6;5007;BCN;LPA;102;32
2011;2;5026;TXL;DUS;114;14
2013;12;5003;FMM;TBS;72;17
2013;6;5006;MAD;BCN;75;-10
2012;12;5019;LCY;LPL;159;29
2010;9;5011;AMS;BGO;181;1
2012;5;5013;OSL;ACE;170;0
2013;10;5003;FMM;TBS;57;2
2011;11;5019;LCY;LPL;122;-8
2011;8;5021;LTN;MAN;223;23
2011;11;5018;JER;LCY;152;17
2013;3;5011;AMS;BGO;185;5
2011;6;5012;BGO;OSL;176;26
2013;10;5017;BHX;JER;86;21
2011;2;5001;MPL;BVA;140;20
2011;1;5004;TBS;CGN;230;-10
2013;3;5008;LPA;LUX;91;11
2010;12;5021;LTN;MAN;193;-7
2013;8;5020;LPL;LTN;189;34
2010;7;5018;JER;LCY;157;22
2012;7;5023;GLA;SXF;156;-9
2011;7;5011;AMS;BGO;211;31
2011;9;5022;MAN;GLA;213;3
2011;6;5018;JER;LCY;125;-10
2013;9;5002;BVA;FMM;96;6
2010;3;5000;TIA;MPL;103;3
2013;7;5002;BVA;FMM;110;20
2012;2;5020;LPL;LTN;160;5
2010;1;5008;LPA;LUX;114;34
2013;4;5001;MPL;BVA;136;16
2012;2;5021;LTN;MAN;190;-10
2010;1;5010;TGD;AMS;87;-8
2011;9;5007;BCN;LPA;92;22
2010;10;5005;CGN;MAD;125;15
2011;1;5007;BCN;LPA;65;-5
2010;11;5019;LCY;LPL;147;17
2010;8;5013;OSL;ACE;163;-7
2013;8;5026;TXL;DUS;114;14
2011;2;5018;JER;LCY;136;1
2012;6;5022;MAN;GLA;210;0
2011;11;5011;AMS;BGO;201;21
2011;6;5012;BGO;OSL;143;-7
2011;3;5025;CDG;TXL;104;34
2011;4;5022;MAN;GLA;243;33
2010;4;5006;MAD;BCN;77;-8
2012;11;5017;BHX;JER;55;-10
2010;9;5021;LTN;MAN;222;22
2011;10;5022;MAN;GLA;221;11
2011;5;5004;TBS;CGN;275;35
2012;8;5000;TIA;MPL;107;7
2012;1;5013;OSL;ACE;188;18
2011;3;5008;LPA;LUX;104;24
2013;10;5022;MAN;GLA;208;-2
2013;12;5025;CDG;TXL;103;33
2013;11;5025;CDG;TXL;75;5
2012;3;5013;OSL;ACE;202;32
2010;3;5014;ACE;SVQ;59;19
2011;1;5002;BVA;FMM;90;0
2012;3;5001;MPL;BVA;129;9
2013;7;5006;MAD;BCN;79;-6
2012;11;5009;LUX;TGD;121;21
2013;7;5005;CGN;MAD;125;15
2011;9;5006;MAD;BCN;100;15
2010;2;5002;BVA;FMM;80;-10
2011;5;5021;LTN;MAN;209;9
2011;11;5000;TIA;MPL;109;9
2010;3;5023;GLA;SXF;173;8
2011;3;5025;CDG;TXL;68;-2
2012;9;5024;SXF;CDG;103;23
2010;11;5016;IST;BHX;110;35
2011;11;5021;LTN;MAN;199;-1
2012;6;5021;LTN;MAN;215;15
2013;2;5007;BCN;LPA;67;-3
2010;1;5024;SXF;CDG;94;14
2012;11;5024;null;CDG;81;1
2011;3;5015;SVQ;null;85;25
2013;2;5001;MPL;BVA;111;-9
2010;8;5003;FMM;TBS;73;18
2012;11;5021;LTN;MAN;196;-4
2012;8;5002;BVA;FMM;115;25
2013;1;5023;GLA;SXF;165;0
2010;4;5021;LTN;MAN;204;4
2012;5;5002;BVA;FMM;120;30
2013;9;5000;TIA;MPL;115;15
2010;3;5019;LCY;LPL;145;15
2012;9;5000;TIA;MPL;93;-7
2012;7;5013;OSL;ACE;187;17
2010;8;5006;MAD;BCN;110;25
2011;5;5004;TBS;CGN;247;7
2010;7;5025;CDG;TXL;103;33
2013;11;5017;BHX;JER;73;8
2013;8;5003;FMM;TBS;66;11
2013;3;5012;BGO;OSL;178;28
2011;2;5005;CGN;MAD;135;25
2012;4;5003;FMM;TBS;84;29
2011;4;5024;SXF;CDG;97;17
2013;7;5020;LPL;LTN;174;19
2012;9;5024;SXF;CDG;91;11
2011;6;5007;BCN;LPA;72;2
2013;2;5014;ACE;SVQ;62;22
2012;9;5020;LPL;LTN;166;11
2011;10;5008;LPA;LUX;102;22
2013;2;5005;CGN;MAD;140;30
2010;8;5002;BVA;FMM;80;-10
2013;9;5024;SXF;CDG;98;18
2011;10;5025;CDG;TXL;64;-6
2012;4;5010;TGD;AMS;123;28
2012;12;5003;FMM;TBS;53;-2
2012;2;5020;LPL;LTN;184;29
2010;8;5015;SVQ;IST;86;26
2010;10;5009;LUX;TGD;93;-7
2013;8;5021;LTN;MAN;193;-7
2012;11;5022;MAN;GLA;223;13
2010;3;5013;OSL;ACE;189;19
2011;11;5026;TXL;DUS;110;10
2012;7;5010;TGD;AMS;118;23
2011;8;5014;ACE;SVQ;49;9
2010;6;5005;CGN;MAD;144;34
2013;10;5014;ACE;SVQ;41;1
2013;12;5000;TIA;MPL;128;28
2011;1;5023;GLA;SXF;180;15
2013;4;5004;TBS;CGN;258;18
2010;2;5021;LTN;MAN;211;11
2013;6;5010;TGD;AMS;94;-1
2013;10;5013;OSL;ACE;166;-4
2012;1;5022;MAN;GLA;226;16
2011;3;5017;BHX;JER;58;-7
2010;6;5009;LUX;TGD;96;-4
2010;9;5002;BVA;FMM;88;-2
2010;12;5006;MAD;BCN;104;19
2010;9;5000;TIA;MPL;111;11
2012;12;5000;TIA;MPL;98;-2
2012;7;5003;FMM;TBS;46;-9
2012;10;5017;BHX;JER;70;5
2013;11;5013;OSL;ACE;175;5
2012;3;5023;GLA;SXF;155;-10
2011;10;5026;TXL;DUS;116;16
2011;12;5012;BGO;OSL;146;-4
2010;2;5020;LPL;LTN;173;18
2013;5;5024;null;CDG;85;5
2011;8;5002;BVA;FMM;92;2
2011;8;5016;IST;BHX;78;3
2012;2;5018;JER;LCY;133;-2
2010;10;5023;GLA;SXF;198;33
2013;5;5007;BCN;LPA;98;28
2012;2;5012;BGO;OSL;146;-4
2012;9;5018;JER;LCY;151;16
2013;7;5014;ACE;SVQ;72;32
2013;9;5009;LUX;TGD;117;17
2010;1;5004;TBS;CGN;272;32
2012;8;5003;FMM;TBS;73;18
2010;12;5020;LPL;LTN;156;1
2013;10;5018;JER;LCY;157;22
2012;10;5014;ACE;SVQ;33;-7
2011;7;5016;IST;BHX;69;-6
2012;9;5025;CDG;TXL;74;4
2010;2;5016;IST;BHX;89;14
2013;4;5024;SXF;CDG;74;-6
2012;5;5021;LTN;MAN;229;29
2010;12;5019;LCY;LPL;125;-5
2013;4;5019;LCY;LPL;126;-4
2012;8;5014;ACE;SVQ;51;11
2011;8;5013;OSL;ACE;173;3
2011;3;5005;CGN;MAD;126;16
2011;8;5008;LPA;LUX;110;30
2013;12;5024;SXF;CDG;90;10
2013;6;5021;LTN;MAN;218;18
2012;9;5007;BCN;LPA;99;29
2013;12;5022;MAN;GLA;229;19
2011;8;5014;ACE;SVQ;30;-10
2013;4;5013;OSL;ACE;166;-4
2011;12;5026;TXL;DUS;128;28
2011;7;5008;LPA;LUX;82;2
2011;12;5018;JER;LCY;143;8
2011;9;5006;MAD;BCN;80;-5
2012;4;5013;OSL;ACE;162;-8
2011;4;5002;BVA;FMM;105;15
2012;8;5012;BGO;OSL;167;17
2010;9;5010;TGD;AMS;108;13
2012;9;5003;FMM;TBS;81;26
2011;3;5015;SVQ;IST;91;31
2012;8;5012;BGO;OSL;178;28
2012;4;5026;TXL;DUS;124;24
2011;5;5026;TXL;DUS;129;29
2010;2;5009;LUX;TGD;114;14
2013;2;5006;MAD;BCN;83;-2
2010;10;5019;LCY;LPL;143;13
2011;1;5022;MAN;GLA;222;12
2010;12;5024;SXF;CDG;70;-10
2010;12;5018;JER;LCY;142;7
2012;5;5019;LCY;LPL;126;-4
2012;12;5019;LCY;LPL;148;18
2011;12;5022;MAN;GLA;204;-6
2012;11;5004;TBS;CGN;271;31
2013;7;5010;TGD;AMS;108;13
2013;5;5011;AMS;BGO;198;18
2013;3;5006;MAD;BCN;101;16
2010;1;5003;FMM;TBS;54;-1
2010;1;5026;TXL;DUS;111;11
2011;7;5023;GLA;SXF;188;23
2012;1;5022;MAN;GLA;224;14
2011;9;5001;MPL;BVA;136;16
2011;1;5017;BHX;JER;60;-5
2012;8;5016;IST;BHX;92;17
2010;1;5011;AMS;BGO;207;27
2011;10;5021;LTN;MAN;197;-3
2010;6;5026;TXL;DUS;96;-4
2010;7;5025;CDG;TXL;72;2
2010;9;5021;LTN;MAN;193;-7
2013;10;5007;BCN;LPA;72;2
2011;8;5007;BCN;LPA;77;7
2011;9;5009;LUX;TGD;117;17
2012;7;5001;MPL;null;114;-6
2011;11;5021;LTN;MAN;232;32
2011;11;5002;BVA;FMM;125;35
2011;11;5020;LPL;LTN;169;14
2012;3;5004;TBS;CGN;272;32
2011;2;5025;CDG;TXL;93;23
2012;9;5024;SXF;CDG;114;34
2012;2;5026;TXL;DUS;110;10
2011;12;5014;ACE;SVQ;36;-4
2012;11;5007;BCN;LPA;83;13
2013;3;5015;SVQ;IST;71;11
2012;2;5019;LCY;LPL;138;8
2011;2;5000;TIA;MPL;105;5
2011;3;5015;SVQ;IST;91;31
2011;10;5011;AMS;BGO;203;23
2011;11;5005;CGN;MAD;139;29
2013;12;5000;TIA;MPL;126;26
2011;1;5010;TGD;AMS;118;23
2011;8;5017;BHX;JER;68;3
2012;4;5008;LPA;LUX;87;7
2011;3;5001;MPL;null;129;9
2011;10;5017;BHX;JER;69;4
2011;12;5018;JER;LCY;127;-8
2012;12;5010;TGD;AMS;93;-2
2011;9;5008;LPA;LUX;113;33
2010;8;5016;IST;BHX;80;5
2011;3;5025;CDG;TXL;93;23
2010;1;5001;MPL;BVA;134;14
2011;8;5019;LCY;LPL;122;-8
2010;1;5024;SXF;CDG;79;-1
2010;9;5012;BGO;OSL;161;11
2012;11;5005;CGN;MAD;130;20
2010;10;5025;CDG;TXL;94;24
2011;12;5015;SVQ;IST;93;33
2012;2;5008;LPA;LUX;108;28
2011;8;5011;AMS;BGO;193;13
2012;4;5007;BCN;LPA;63;-7
2010;5;5022;MAN;GLA;232;22
2013;8;5011;AMS;BGO;210;30
2011;7;5022;MAN;GLA;239;29
2011;9;5024;SXF;CDG;74;-6
2011;7;5003;FMM;TBS;71;16
2013;10;5024;SXF;CDG;75;-5
2011;6;5015;SVQ;IST;77;17
2013;8;5005;CGN;MAD;138;28
2010;6;5012;BGO;OSL;144;-6
2011;10;5009;LUX;TGD;119;19
2010;1;5001;MPL;null;123;3
2013;6;5021;LTN;MAN;198;-2
2012;5;5026;TXL;DUS;114;14
2010;12;5001;MPL;BVA;126;6
2012;1;5014;ACE;SVQ;63;23
2011;11;5005;CGN;MAD;116;6
2013;2;5017;BHX;JER;55;-10
2013;8;5021;LTN;MAN;213;13
2013;3;5001;MPL;BVA;135;15
2010;2;5010;TGD;AMS;95;0
2011;2;5015;SVQ;IST;86;26
2010;4;5015;SVQ;IST;85;25
2010;9;5006;MAD;BCN;101;16
2013;10;5006;MAD;BCN;89;4
2011;9;5009;LUX;TGD;98;-2
2012;11;5002;BVA;FMM;116;26
2010;8;5021;LTN;MAN;226;26
2012;5;5018;JER;LCY;160;25
2011;3;5006;MAD;BCN;91;6
2012;5;5007;BCN;LPA;70;0
2010;7;5023;GLA;SXF;188;23
2012;1;5007;BCN;LPA;101;31
2012;1;5004;TBS;CGN;267;27
2012;8;5022;MAN;GLA;232;22
2010;3;5005;CGN;MAD;107;-3
2011;10;5014;ACE;SVQ;49;9
2012;2;5026;TXL;DUS;105;5
2011;1;5002;BVA;FMM;96;6
2013;8;5022;MAN;GLA;223;13
2011;6;5023;GLA;SXF;172;7
2013;9;5023;GLA;SXF;173;8
2011;12;5008;LPA;LUX;89;9
2010;4;5007;BCN;LPA;94;24
2013;5;5002;BVA;FMM;116;26
2010;10;5011;AMS;BGO;197;17
2013;10;5023;GLA;SXF;164;-1
2012;4;5003;FMM;TBS;66;11
2013;8;5026;TXL;DUS;127;27
2013;5;5002;BVA;FMM;111;21
2012;4;5019;LCY;LPL;123;-7
2013;6;5000;TIA;MPL;97;-3
2013;1;5002;BVA;FMM;88;-2
2012;6;5025;CDG;TXL;61;-9
2011;1;5005;CGN;MAD;119;9
2013;7;5019;LCY;LPL;137;7
2012;10;5006;MAD;BCN;77;-8
2010;1;5020;LPL;LTN;167;12
2010;5;5023;GLA;SXF;171;6
2011;6;5018;JER;LCY;131;-4
2012;11;5000;TIA;MPL;116;16
2011;5;5024;SXF;CDG;100;20
2013;1;5010;TGD;AMS;93;-2
2012;10;5019;LCY;LPL;141;11
2012;9;5001;MPL;BVA;111;-9
2010;11;5002;BVA;FMM;96;6
2012;6;5019;LCY;LPL;156;26
2013;10;5025;CDG;TXL;79;9
2011;11;5019;LCY;LPL;129;-1
2013;3;5007;BCN;LPA;84;14
2011;8;5019;LCY;LPL;159;29
2012;2;5008;LPA;LUX;79;-1
2010;8;5003;FMM;TBS;55;0
2012;2;5009;LUX;TGD;98;-2
2013;1;5015;SVQ;IST;51;-9
2011;2;5025;CDG;TXL;67;-3
2013;11;5008;LPA;LUX;97;17
2013;7;5024;SXF;CDG;87;7
2010;6;5009;LUX;TGD;102;2
2011;4;5001;MPL;BVA;140;20
2010;9;5005;CGN;MAD;132;22
2012;6;5019;LCY;LPL;146;16
2010;12;5023;GLA;SXF;193;28
2012;4;5007;BCN;LPA;87;17
2013;7;5013;OSL;ACE;185;15
2013;8;5017;BHX;JER;75;10
2012;4;5021;LTN;MAN;233;33
2013;7;5002;BVA;FMM;102;12
2012;1;5009;LUX;TGD;107;7
2011;2;5000;TIA;MPL;114;14
2012;7;5018;JER;LCY;164;29
2010;7;5026;TXL;DUS;95;-5
2013;10;5004;TBS;CGN;270;30
2011;4;5016;IST;BHX;109;34
2010;2;5018;JER;LCY;161;26
2010;8;5023;GLA;SXF;194;29
2013;1;5019;LCY;LPL;127;-3
2013;8;5005;CGN;MAD;117;7
2010;9;5010;TGD;AMS;114;19
2012;3;5018;JER;LCY;169;34
2010;11;5002;BVA;FMM;108;18
2011;3;5017;BHX;JER;78;13
2010;11;5013;OSL;ACE;170;0
2013;5;5016;IST;BHX;95;20
2013;6;5014;ACE;SVQ;61;21
2013;11;5026;TXL;DUS;109;9
2013;8;5013;OSL;ACE;190;20
2012;5;5004;TBS;CGN;248;8
2012;11;5008;LPA;LUX;112;32
2012;11;5022;MAN;GLA;236;26
2010;9;5000;TIA;MPL;127;27
2012;12;5014;ACE;SVQ;40;0
2011;4;5018;JER;LCY;129;-6
2011;2;5023;GLA;SXF;187;22
2010;8;5007;BCN;LPA;60;-10
2013;12;5007;BCN;LPA;60;-10
2013;1;5005;CGN;MAD;135;25
2012;7;5001;MPL;null;116;-4
2013;5;5019;LCY;LPL;133;3
2012;10;5013;OSL;ACE;173;3
2010;6;5016;IST;BHX;78;3
2013;4;5012;BGO;OSL;165;15
2013;2;5011;AMS;BGO;203;23
2011;5;5020;LPL;LTN;175;20
2011;6;5007;BCN;LPA;87;17
2011;10;5000;TIA;MPL;129;29
2011;9;5021;LTN;MAN;221;21
2013;9;5009;LUX;TGD;101;1
2013;11;5013;OSL;ACE;201;31
2011;10;5004;TBS;CGN;230;-10
2011;5;5026;TXL;DUS;119;19
2013;9;5007;BCN;LPA;92;22
2010;1;5011;AMS;BGO;193;13
2010;4;5022;MAN;GLA;209;-1
2010;9;5001;MPL;BVA;113;-7
2011;11;5013;OSL;ACE;200;30
2010;10;5005;CGN;MAD;110;0
2010;3;5007;BCN;LPA;72;2
2010;12;5001;MPL;BVA;127;7
2013;2;5020;LPL;LTN;173;18
2012;2;5006;MAD;BCN;83;-2
2012;3;5020;LPL;LTN;162;7
2013;5;5015;SVQ;null;88;28
